DRUG_Event(e1,e2)	This cross-sectional study is aimed at comparing 8 AM serum concentrations of 4 endogenous <e1>cannabinoids</e1> (anandamide, AEA; 2-arachidonoylglycerol, 2-AG; N-palmitoiletanolamida, PEA; and oleoylethanolamide, OEA) in 30 <e2>suicide attempters</e2> (SA) and 12 psychiatric controls (PC).
DRUG-ADE(e1,e2)	Unfortunately, <e1>SR1417116A (rimonabant)</e1>, the first marketed inverse agonist of CB1R, produced CNS-related adverse effects including depression and <e2>suicidal ideation</e2>, and thus it was withdrawn from the market.
DRUG_Event(e2,e1)	<e1>Suicide attempt</e1> with a mix of synthetic <e2>cannabinoids</e2> and synthetic cathinones: Case report of non-fatal intoxication with AB-CHMINACA, AB-FUBINACA, alpha-PHP, alpha-PVP and 4-CMC.
DRUG_Event(e1,e2)	With regard to clinical studies, several authors have reported an alteration of endocannabinoid serum levels in depression, while post mortem studies have demonstrated increased levels of <e1>endocannabinoids</e1> associated to a concomitant hyperactivity of CB1 receptor in the prefrontal cortex of <e2>suicide victims</e2>.
DRUG_Event(e1,e2)	Studies investigating <e1>melatonin</e1> levels show that changes in pineal gland functions may also play a role in the pathogenesis of <e2>suicide</e2>.
DRUG-ADE(e1,e2)	These findings suggest that adjunctive <e1>rufinamide</e1> may lead to increased <e2>suicidal ideation</e2> in patients with treatment-refractory bipolar disorder.
DRUG-ADE(e2,e1)	Activation of <e1>suicidal ideation</e1> with adjunctive <e2>rufinamide</e2> in bipolar disorder.
DRUG_Event(e2,e1)	A total of 19 patients died (2.16%), mainly due to <e1>suicidal caustic ingestion</e1> (OR = 5.7: 95% CI: 1.4-23.6) or by drugs, directly related to <e2>metformin</e2> (OR = 10.1; 95% CI: 2.4-42.4).
DRUG_Event(e1,e2)	Novartis was asked to provide additional data on <e1>clozapine</e1>, leukopenia, agranulocytosis, and <e2>suicidality</e2>.
DRUG-ADE(e1,e2)	Contraindications to <e1>mefloquine</e1> use include a history of certain prevalent neuropsychiatric disorders, which are thought to increase the risk of severe adverse events including anxiety, paranoia, depression, hallucinations, psychosis, and possibly <e2>suicide</e2>.
DRUG_Event(e1,e2)	Acute tubular necrosis (ATN) was diagnosed in 50 (56%) patients; 33 (66%) ATN patients had renal failure as a complication of volume depletion, fulminant infections (particularly malaria and <e1>typhoid</e1> fever) or snakebites and 12 (13.4%) patients ingested paraphenylene-diamine (PPD) (hair/Henna dye) in <e2>suicidal attempts</e2>.
DRUG_Event(e2,e1)	Changes in mood, energy, appetite, sleep, libido, enjoyments and <e1>suicidal ideation</e1> (represented by the acronym <e2>MEASLES</e2>) can indicate depression.
DRUG_Event(e2,e1)	One case was a <e1>suicide</e1> and the other a multiple drug death including <e2>isoflurane</e2>.
DRUG_Event(e2,e1)	En cuanto a la mortalidad a 30 días, los pacientes que fallecieron tenían con mayor frecuencia una intoxicación aguda (13% vs 2,7%; p = 0,05), había más intoxicaciones con <e1>intencionalidad suicida</e1> (8,7% vs 0,7%; p = 0,048), más afectación renal (21,7% vs 9,5%; p = 0,037), menos sintomatología neurológica (4,3% vs 17,8%; p = 0,005), mayor <e2>digoxin</e2>emia (4,7 mg/dl vs 3,7 mg/dl; p = 0,027) y menor puntuación en el índice de Barthel (IB) (49,1 (33,4) vs 70,3 (28,5); p = 0,006).
DRUG_Event(e1,e2)	Key terms were <e1>isotretinoin</e1>, depression, psychosis, <e2>suicide</e2>, and adolescents.
DRUG-ADE(e1,e2)	Of note, however, is that when the <e1>isotretinoin</e1> dose was again increased, the depressive symptoms recurred despite clearing of the skin, leading to an unsuccessful <e2>suicide attempt</e2>.
DRUG_Event(e2,e1)	Case 2 is a 40-year-old male with history of alcoholism and prior <e1>suicidal attempts</e1> who regularly took <e2>disopyramide</e2> to control ventricular arrhythmias.
DRUG-ADE(e2,e1)	Given the evidence to date, clinicians are advised to counsel their patients about the risk of depression and <e1>suicide</e1> as possible side effects of <e2>isotretinoin</e2> use, and to administer self-report questionnaires during treatment to screen for the development of depression.
DRUG_Event(e1,e2)	administration of 25 mg/kg of <e1>alpha-fluoromethylhistidine</e1> (alpha-FMH), a <e2>suicide inhibitor</e2> of HDC, starting on day 13 of pregnancy.
DRUG_Event(e2,e1)	<e1>Suicide attempts</e1> in hypo-o<e2>estrogen</e2>ic phases of the menstrual cycle.
DRUG_Event(e2,e1)	In OC non-users <e1>suicide attempts</e1> were associated with low plasma o<e2>estradiol</e2>: they tended to happen during the first week of the menstrual cycle (42%) and after the fourth week (12%).
DRUG_Event(e1,e2)	Food intake was measured in rats after the treatment of E2, <e1>alpha-fluoromethyl histidine</e1>, a specific <e2>suicide inhibitor</e2> of histidine decarboxylase that depletes hypothalamic neuronal histamine, or CRH antagonist.
DRUG-ADE(e1,e2)	<e1>Isotretinoin</e1>, a synthetic oral retinoid that is used against severe nodulocystic acne, has been associated with various psychiatric side effects such as depression, <e2>suicidality</e2> and psychotic symptoms.
DRUG_Event(e2,e1)	In addition, E8 A/A was associated with increased <e1>suicide attempts</e1> and showed a tendency towards more severe withdrawal symptoms, early relapse and reduced responsiveness to the <e2>dopamine</e2>rgic agonist apomorphine.
DRUG_Event(e2,e1)	In the <e1>suicide inactivation</e1> of adenosylcobalamin-dependent dioldehydrase (DDH) by glycolaldehyde, the formation of cob(II)alamin and 5'-deoxy<e2>adenosine</e2> is accompanied by the conversion of glycolaldehyde to cis-ethanesemidione radical at the active site.
DRUG-ADE(e1,e2)	Withdrawal and reintroduction of <e1>levetiracetam</e1> by the relatives led to cessation and reemergence, respectively, of the rage and <e2>suicidal tendencies</e2>.
DRUG_Event(e2,e1)	We engineered <e1>suicide vectors</e1>, pSB40 and pSB41, carrying single or tandem copies of <e2>chloramphenicol</e2> acetyltransferase (cat) and levansucrase (sacB) alleles, respectively.
DRUG-ADE(e1,e2)	Recently, it was hypothesised that a decreased consumption of polyunsaturated fatty acids, especially <e1>omega-3</e1> fatty acids, may be a risk factor for depression and <e2>suicide</e2>.
DRUG_Event(e1,e2)	A substantial body of research has established an association between disturbance of serotonin and also <e1>dopamine</e1> and <e2>suicidal behaviour</e2> in depression.
DRUG_Event(e1,e2)	<e1>Ethisterone</e1> (17 alpha-ethynyltestosterone), in contrast, is not a <e2>suicide inhibitor</e2> of aromatase even at concentrations of 10(-4) molar.
DRUG_Event(e1,e2)	<e1>Norethisterone</e1>, a major ingredient of contraceptive pills, is a <e2>suicide inhibitor</e2> of estrogen biosynthesis.
DRUG_Event(e2,e1)	Stimulation of ceramide formation and <e1>suicidal erythrocyte death</e1> by vitamin K(3) (<e2>menadione</e2>).
DRUG_Event(e1,e2)	We report here evidence to show that lithium recruits CFU-c that are not normally in the cell cycle into active DNA synthesis, as measured by <e1>hydroxyurea</e1> and tritiated thymidine <e2>suicide techniques</e2>.
DRUG_Event(e1,e2)	This analysis has, however, been hampered by the fact that both the sensitivity of the S phase CFU-s to <e1>hydroxyurea</e1> and their sensitivity in the [3H]thymidine <e2>suicide</e2> technique vary as the cells pass through the S phase.
DRUG_Event(e1,e2)	Decreased sensitivity to <e1>hydroxyurea</e1> and to [3H]thymidine <e2>suicide</e2> in the middle of the S phase.
DRUG_Event(e2,e1)	The <e1>suicide technique</e1> in vitro for granulocytic progenitor cells (CFC) by application of <e2>hydroxyurea</e2> (HU) to low concentrations of human bone marrow cells.
DRUG_Event(e2,e1)	Childhood trauma and <e1>suicidal behavior</e1> in male <e2>cocaine</e2> dependent patients.
DRUG_Event(e1,e2)	We have investigated the proliferative behavior of early erythropoietic progenitor cells (BFU-E) in human umbilical cord blood with <e1>hydroxyurea</e1> and tritiated-thymidine <e2>suicide experiments</e2>.
DRUG_Event(e2,e1)	Description of a <e1>suicide technique</e1> in vitro for granulocytic stem cells (CFUc) by <e2>hydroxyurea</e2> on normal human bone marrow.
DRUG_Event(e2,e1)	The clinical implications are that family, childhood, personality, psychiatric, and physical risk factors contribute to <e1>suicidal behavior</e1> in <e2>cocaine</e2>-dependent patients.
DRUG_Event(e2,e1)	Thymidine <e1>suicide experiments</e1> led to an increase in the frequency of progenitors detected in this assay, but a decrease in the frequency of <e2>methylcellulose</e2> colonies.
DRUG_Event(e2,e1)	This result was obtained with unfractionated marrow cells both by <e1>in vitro suicide</e1> with tritiated thymidine and by in vivo administration of <e2>hydroxyurea</e2>.
DRUG_Event(e1,e2)	The Escherichia coli purine nucleoside phosphorylase/<e1>Fludarabine phosphate</e1> (ePNP/Fludara) <e2>suicide system</e2> has several drawbacks, such as side-effects and the low efficiency of ePNP expression.
DRUG_Event(e2,e1)	Associations with psychiatric illness have been proposed for specific polymorphisms at TPH (<e1>suicide-related behaviors and impulsivity</e1>), DRD3 (schizophrenia and bipolar affective disorder), SLC6A3 (susceptibility to <e2>cocaine</e2>-induced paranoia and attention-deficit disorder), CNTF (psychosis), and OPRM1 (substance dependence).
DRUG_Event(e1,e2)	In the present work, using the <e1>hydroxyurea</e1> <e2>suicide</e2> assay method, we investigated the effects on DNA synthesis of exposing BFU-E of mouse bone marrow in vitro to NRP, IL-3, and combinations of NRP and IL-3.
DRUG_Event(e2,e1)	Furthermore, results obtained with the [3H]thymidine <e1>suicide</e1> were compared to those obtained with methods utilizing <e2>hydroxyurea</e2> to kill CFU-S in S phase.
DRUG_Event(e2,e1)	Thymidine <e1>suicide</e1> and <e2>hydroxyurea</e2> kill ratios accurately reflect the proliferative status of stem cells (CFU-S).
DRUG_Event(e2,e1)	The mutations were cloned into a <e1>suicide shuttle plasmid</e1> containing the ptxptl operon and introduced into the adenylate cyclase locus of the chromosome of a Bordetella <e2>pertussis</e2> strain deleted for ptx.
DRUG-ADE(e2,e1)	A male had robbed two service guns and committed <e1>suicide</e1> thereafter under the influence of high-dose alcohol and <e2>cocaine</e2>.
DRUG-ADE(e1,e2)	These data provide evidence that <e1>cocaine</e1> use is associated with an increased prevalence of suicidal behavior and <e2>suicidal ideation</e2> in depressed alcoholics.
DRUG_Event(e1,e2)	After controlling for potentially confounding factors, students reporting lifetime inhalant use were less likely to be financially supported by their parents/guardians, more likely to use alcohol/tobacco, marijuana, and <e1>cocaine</e1>, and more likely to carry weapons and consider <e2>suicide</e2>.
DRUG-ADE(e1,e2)	Bipolar disorder, <e1>cocaine</e1> use disorders, and conduct disorder were found to be predictive of <e2>attempted suicide</e2> in univariate testing.
DRUG-ADE(e2,e1)	More than half of the patients (55.26%) with a substance-induced mood or psychotic disorder expressed <e1>suicidal ideation</e1> (chi(2)=23.174, df=1, P<0.0001), and the majority (85%) of these patients had a <e2>cocaine</e2> use disorder (chi(2)=12.309, df=1, P<0.0005).
DRUG_Event(e1,e2)	Cigarette smoking causes more premature deaths than do all the following together: acquired immunodeficiency syndrome, <e1>cocaine</e1>, heroin, alcohol, fire, automobile accidents, homicide, and <e2>suicide</e2>.
DRUG_Event(e1,e2)	The purpose of the present study was to evaluate the association between <e1>lithium</e1> levels in the public water supply and prefecture-based <e2>suicide rates</e2> in Greece.
DRUG-ADE(e2,e1)	Reported cases of emergence of <e1>suicidal preoccupation</e1> during <e2>fluoxetine</e2> treatment have raised the possibility that serotonergic drugs may induce this destructive behavior.
DRUG_Event(e2,e1)	The mechanism of the <e1>suicidal reductive inactivation</e1> of microsomal cytochrome P-450 by <e2>halothane</e2>.
DRUG_Event(e1,e2)	The following variables were related to higher utility scores: income, employment, <e1>clozapine</e1> use, no illicit psychoactive substance use, <e2>no suicide attempts</e2>, and no comorbidities.
DRUG-ADE(e1,e2)	There have been several reports of adverse psychiatric reactions to <e1>isotretinoin</e1>, including depressive symptoms and <e2>suicide</e2>.
DRUG-ADE(e1,e2)	Correlation coefficients computed between the two sets of factor scores and comparison of mean drug use factor scores revealed that drug use, particularly of crack/<e1>cocaine</e1>, was related to increased <e2>suicide ideation and behavior</e2>.
DRUG-ADE(e2,e1)	Using data on the onset of <e1>suicide ideation</e1> and depression and relapse into <e2>cocaine</e2> use, we introduce key concepts underpinning the method, describe the action of the discrete-time hazard model, and discuss several types of main effects and interactions that can be included as predictors.
DRUG_Event(e2,e1)	The former comparison showed greater mortality from <e1>suicide</e1>, cardiovascular and respiratory causes in the index population and the latter, that the deceased were more likely to have been unmarried, with greater frequency and duration of admissions, a shorter follow-up period and were less likely to have received <e2>lithium</e2> treatment.
DRUG_Event(e2,e1)	Reported problem behaviors were prevalent among fighters: during the previous 12 months, 24% <e1>attempted suicide</e1>; during the previous 30 days, 26% carried a firearm, 13% used <e2>cocaine</e2>, and 39% drove a motor vehicle while intoxicated; during the previous 3 months 41% had two or more sex partners; and 45% had sexual intercourse and did not use a condom the last time they had sex.
DRUG_Event(e2,e1)	Based on multivariate models, students physically abused in the past year were more likely than students who had never been physically abused to engage in a variety of high-risk behaviors; these included weapon carrying (odds ratio, 1.9), <e1>suicidal ideation</e1> (odds ratio, 2.1), cigarette smoking (odds ratio, 1.8), <e2>cocaine</e2> use (odds ratio, 3.2), or multiple sexual partners (odds ratio, 1.9).
DRUG_Event(e1,e2)	Patients with bipolar disorder, previously treated with <e1>clomipramine</e1> or with any other mood stabilizers during the previous week; or with <e2>suicide attempt</e2> during the current episode with a score > or =3 for item 10 of the MADRS were excluded from the study.
DRUG_Event(e1,e2)	A comparison of those teenagers who had been physically or sexually abused with the remaining cohort revealed significant differences on marijuana (p less than 0.01) and <e1>cocaine</e1> (p less than 0.05) use prior to awareness of conception and on prior <e2>suicidality</e2> (p less than 0.0001).
DRUG_Event(e1,e2)	CSF <e1>oxytocin</e1> may be an important modulator of suicide intent and interpersonal violence in <e2>suicide attempters</e2>.
DRUG_Event(e1,e2)	<e1>Oxytocin</e1> levels did not differ significantly in <e2>suicide victims</e2> compared to survivors.
DRUG_Event(e1,e2)	CSF <e1>oxytocin</e1> showed a significant negative correlation with <e2>suicide intent</e2>, the planning subscale of SIS and Freeman interruption probability in male suicide attempters.
DRUG_Event(e2,e1)	In <e1>suicide attempters</e1> CSF <e2>oxytocin</e2> showed a significant negative correlation with the planning subscale of SIS.
DRUG_Event(e2,e1)	<e1>Suicide attempters</e1> had lower CSF <e2>oxytocin</e2> levels compared to healthy volunteers p=0.077.
DRUG_Event(e1,e2)	<e1>Oxytocin</e1> plasma levels in psychiatric patients with and without <e2>recent suicide attempt</e2>.
DRUG_Event(e1,e2)	Low CSF <e1>oxytocin</e1> reflects high intent in <e2>suicide attempters</e2>.
DRUG_Event(e1,e2)	Recently, an altered activity of the <e1>oxytocin</e1> system has been discussed to play a prominent role in borderline personality disorder (BPD), which is thought to be closely related to traumatic experiences in childhood and is characterized by (para)<e2>suicidal behaviors</e2> as well as aggressive outbursts.
DRUG_Event(e2,e1)	Most studies have documented an association between <e1>suicidality</e1> and some neuropeptides such as <e2>corticotropin</e2>-releasing factor (CRF), VGF, cholecystokinin, substance P, and neuropeptide Y (NPY), which have been demonstrated to act as key neuromodulators of emotional processing.
DRUG_Event(e1,e2)	CSF and plasma <e1>oxytocin</e1> levels in <e2>suicide attempters</e2>, the role of childhood trauma and revictimization.
DRUG-ADE(e2,e1)	In spite of the complexities involved in <e1>suicide</e1>, <e2>fluoxetine</e2> has been prematurely and simplistically blamed for inducing this phenomenon.
DRUG_Event(e1,e2)	We assessed basal <e1>oxytocin</e1> plasma levels of patients with (SA, n=41) and without (NSA, n=40) a 1-year history of <e2>attempted suicide</e2>.
DRUG_Event(e1,e2)	Exploratory analyses revealed a possible inverse relationship between CSF <e1>Oxytocin</e1> level and history of <e2>suicidal behavior</e2>.
DRUG_Event(e2,e1)	A novel <e1>suicide vector</e1> and its use in construction of insertion mutations: osmoregulation of outer membrane proteins and virulence determinants in Vibrio <e2>cholera</e2>e requires toxR.
DRUG_Event(e2,e1)	In the root soluble fraction, the <e1>suicide inhibitor</e1> <e2>alpha-difluoromethyl-lysine</e2> suppressed the activity of lysine decarboxylase and of ornithine decarboxylase to the same extent, but had no effect on arginine decarboxylase activity.
DRUG_Event(e1,e2)	A kinetic model of NOS inactivation in which <e1>arginine</e1> is treated as a <e2>suicide substrate</e2> was developed.
DRUG_Event(e1,e2)	<e1>Lithium</e1> still retains its critical position in the treatment of bipolar disorder by virtue of its ability to prevent <e2>suicidal tendencies</e2>.
DRUG_Event(e1,e2)	Prolongation of ventricular depolarization is concentration-dependent with a QRS duration >150 msec independently highly predictive of mortality in <e1>chloroquine</e1> <e2>self-poisoning</e2>.
DRUG-ADE(e1,e2)	Weak evidence suggests a possible association of <e1>hydroxychloroquine</e1> exposure and increased <e2>suicidal ideation</e2>.
DRUG-ADE(e1,e2)	This pharmacovigilance analysis suggests that COVID-19 patients exposed to <e1>hydroxychloroquine</e1> experienced serious psychiatric disorders, and, among these patients, some committed <e2>suicide</e2>.
DRUG-ADE(e1,e2)	<e1>Fluoxetine</e1>-induced <e2>suicidality</e2>, serotonin, and seasonality.
DRUG_Event(e2,e1)	<e1>Suicide attempters</e1> have lower levels of <e2>oxytocin</e2>, a hormone related to lactation, stress, social functioning, and well-being, and recent research indicates influence on carcinogenesis.
DRUG_Event(e1,e2)	<e1>Oxytocin</e1> and Social Sensitivity: Gene Polymorphisms in Relation to Depressive Symptoms and <e2>Suicidal Ideation</e2>.
DRUG_Event(e2,e1)	A <e1>suicide vector</e1> containing part of the intracellular alpha-<e2>amylase</e2> gene from Streptococcus bovis WI-1 was recombined into the S. bovis WI-1 chromosome to disrupt the endogenous gene.
DRUG_Event(e1,e2)	Here we describe the inactivation of the ahyR gene of A. hydrophila J-1 by the insertion of a DNA fragment containing a <e1>kanamycin</e1> resistance determinant and reintroduced by allelic exchange into the chromosome of A. hydrophila J-1 by means of the <e2>suicide plasmid</e2> pJP5603.
DRUG_Event(e2,e1)	Despite normal diurnal variation, relatives of <e1>suicide completers</e1> exhibited blunted cortisol and α-<e2>amylase</e2> TSST reactivity.
DRUG_Event(e2,e1)	As part of a larger study on the treatment of recently <e1>suicidal college students</e1> with borderline traits, 6 therapists in training collected their own salivary samples for alpha-<e2>amylase</e2> (AA) and cortisol (C) analyses immediately before and after sessions with 2 selected clients.
DRUG_Event(e1,e2)	An attempt was made to use simple cationic liposomes DC-Chol/DOPE and DDAB/DOPE (DC-Chol is 3 beta (N(N',N-dimethylaminoethane) carbamoyl) cholesterol, DDAB is dimethyldioctadecyl <e1>ammonium</e1> bromide and DOPE is dioleoylphosphatidylethanolamine) for transfer of Escherichia coli cytosine deaminase <e2>'suicide' gene</e2> under the control of tissue-specific tyrosinase gene promoter directly into the murine melanoma B16(F10) tumor.
DRUG_Event(e1,e2)	Therefore, it seems likely that <e1>adenosylcobinamide methyl phosphate</e1> acts as a pseudocoenzyme or a potent <e2>suicide coenzyme</e2>.
DRUG-ADE(e2,e1)	Reported <e1>suicide</e1> in patients with psoriasis receiving <e2>adalimumab</e2> is rare (only one other reported case).
DRUG_Event(e1,e2)	Based on research in non-human animals, we hypothesized that reduced <e1>oxytocin</e1> signaling would mediate symptoms of depression and <e2>suicidality</e2> in war veterans recently separated from their close comrades.
DRUG_Event(e1,e2)	Given this, we expected that serum <e1>oxytocin</e1> concentrations would be lower in current and recent <e2>suicide survivors</e2> than in healthy controls.
DRUG_Event(e2,e1)	<e1>Attempted suicide</e1> and <e2>oxytocin</e2>-related gene polymorphisms.
DRUG_Event(e1,e2)	These findings add to evidence for the involvement of <e1>oxytocin</e1> in <e2>suicide attempts</e2> and identify a potential biomarker for differentiating depressed attempters from non-attempters.
DRUG_Event(e1,e2)	Negative peer social interactions and <e1>oxytocin</e1> levels linked to <e2>suicidal ideation</e2> in anxious youth.
DRUG_Event(e2,e1)	Infancy onset maltreatment and the development of <e1>suicide ideation</e1>: An investigation of moderation by <e2>oxytocin</e2>-related gene polymorphisms.
DRUG_Event(e2,e1)	Furthermore, greater risk for <e1>suicide ideation</e1> was present for those with specific <e2>oxytocin</e2> genotypes.
DRUG_Event(e2,e1)	This novel study investigates risk for <e1>suicide ideation</e1> conferred by infant-onset child maltreatment and <e2>oxytocin</e2> genotypes (OXTR and CD38) and tests interactive effects of genetics and early maltreatment experiences.
DRUG_Event(e1,e2)	Speculatively, and based on the serum <e1>oxytocin</e1> concentrations, it also appears that 12 weeks after a <e2>suicide attempt</e2>, the survivor's perceived quality of social life has not significantly improved.
DRUG_Event(e1,e2)	Given that <e1>oxytocin</e1> is a neurobiological correlate of subjectively perceived quality of social interaction and social relationships, the results support the notion that <e2>suicide attempts</e2> are closely linked to suicide survivors' perceptions of the quality of their social lives.
DRUG_Event(e1,e2)	Serum <e1>oxytocin</e1> concentrations and scores on the Beck scale for <e2>suicidal ideation</e2> did not differ between females and males.
DRUG-ADE(e2,e1)	Emergence of intense <e1>suicidal preoccupation</e1> during <e2>fluoxetine</e2> treatment.
DRUG_Event(e1,e2)	Experiments with BBT- and sodium <e1>phenobarbital</e1>-treated rats showed that the mechanism for <e2>suicidal inactivation</e2> of P-450 by this N-alkylated compound was by benzyne release, the same mechanism demonstrated earlier for the parent compound ABT.
DRUG_Event(e1,e2)	The role of <e1>oxytocin</e1> signaling in depression and <e2>suicidality</e2> in returning war veterans.
DRUG_Event(e1,e2)	We have attempted to improve the viability of cereal mesophyll protoplasts by pretreatment of leaves with <e1>DL-alpha-difluoromethylarginine (DFMA)</e1>, a specific '<e2>suicide' inhibitor</e2> of the enzyme (arginine decarboxylase) responsible for their osmotically induced putrescine accumulation.
DRUG-ADE(e1,e2)	Several reports were published in the psychiatric literature in 1990 and 1991 documenting <e1>fluoxetine (Prozac)</e1> causing patients to consider or <e2>attempt suicide</e2>.
DRUG-ADE(e1,e2)	Recent studies have suggested, however, that <e1>fluoxetine (Prozac)</e1> may in fact lead to <e2>suicidal behavior</e2> because the drug appears to adversely affect serotonergic neuronal discharge and induce an akathisia-like extrapyramidal reaction.
DRUG_Event(e1,e2)	gamma-<e1>Interferon</e1>, tumor necrosis factor-alpha, and interleukin 1 beta augmented Fas/APO-1-mediated apoptosis of Fas/APO-1-transfected glioma cells by acting on the <e2>subcellular suicidal cascade</e2> triggered by Fas/APO-1 activation.
DRUG_Event(e2,e1)	The data indicate that immunostimulated astrocytes can undergo <e1>suicidal death</e1> during glucose deprivation through the expression of inducible <e2>nitric oxide</e2> synthase.
DRUG-ADE(e1,e2)	Recently, <e1>topiramate</e1> has been reported to increase <e2>suicide</e2> risk, primarily in patients with epilepsy.
DRUG_Event(e2,e1)	The sensitivity of CD4+ clones to <e1>anti-CD3-stimulated suicide</e1> is independent of their interleukin-2/interleukin-4 or <e2>interferon</e2>-gamma secretion profile or their lytic efficiency in anti-CD3 redirected lytic assays.
DRUG_Event(e1,e2)	Both serotonin and <e1>dopamine</e1> systems may play a role in <e2>suicide attempt</e2> risk.
DRUG_Event(e1,e2)	It remains unclear whether the <e1>dopamine</e1>rgic and noradrenergic systems may be implied in <e2>suicide attempt</e2> risk.
DRUG_Event(e1,e2)	A total of 152 physicians from Oregon and 67 from the Netherlands were interviewed using the same questions about (1) their attitudes toward increasing <e1>morphine</e1> with premature death as a likely consequence, <e2>physician-assisted suicide (PAS)</e2>, and euthanasia; and (2) their involvement in cases of euthanasia, PAS, or the ending of life without an explicit request from the patient.
DRUG_Event(e1,e2)	Oncologists who were reluctant to increase the <e1>morphine</e1> dose for patients in excruciating pain (OR, 0.58 [CI, 0.43 to 0.79]) and those who believed that they had received adequate training in end-of-life care (OR, 0.86 [CI, 0.79 to 0.95]) were less likely to have performed euthanasia or physician-assisted <e2>suicide</e2>.
DRUG_Event(e1,e2)	Oncologists who were reluctant to increase the dose of intravenous <e1>morphine</e1> for terminally ill patients in excruciating pain (odds ratio [OR], 0.61 [95% CI, 0.48 to 0.77]) and had sufficient time to talk to dying patients about end-of-life care issues (OR, 0.79 [CI, 0.71 to 0.87]) were less likely to support euthanasia or physician-assisted <e2>suicide</e2>.
DRUG-ADE(e1,e2)	Blunted prolactin responses to <e1>fenfluramine</e1> have been fairly consistently associated with impulsive aggression in different personality disorders and with severity of <e2>suicide attempts</e2> in depressed patients.
DRUG-ADE(e2,e1)	The emergence of <e1>suicidal ideation</e1> has been noted in some case studies, where <e2>fluoxetine</e2> administration appears to be the precipitating agent.
DRUG_Event(e1,e2)	This study represents a replication of previous studies, in a much larger sample, showing a blunted PRL response to <e1>fenfluramine</e1> of male patients with personality disorder in relation to impulsive aggression and to <e2>suicide attempts</e2>.
DRUG_Event(e1,e2)	<e1>Chloramphenicol</e1>-resistant mutants were obtained by homologous recombination, resulting in genes inactivated by insertion of the <e2>suicide vector</e2> carrying a unique tag.
DRUG_Event(e2,e1)	A library of pneumococcal chromosomal fragments (400 to 600 bp) was constructed in a <e1>suicide plasmid vector</e1> carrying unique DNA sequence tags and a <e2>chloramphenicol</e2> resistance marker.
DRUG_Event(e1,e2)	<e1>Protein C inhibitor (PCI)</e1> is a heparin-binding plasma serine protease inhibitor that was originally identified as an inhibitor of activated protein C. PCI has a broad protease specificity, inhibiting several proteases in hemostasis and fibrinolysis by acting as a <e2>suicide substrate</e2>.
DRUG_Event(e1,e2)	Ketotic, <e1>insulin</e1>-requiring diabetes mellitus and a severe peripheral neuropathy developed in a previously healthy 25-year-old man several days after he attempted <e2>suicide</e2> with rat poison containing N-3-pyridylmethyl N'-p-nitrophenyl urea.
DRUG_Event(e2,e1)	Healthy control subjects and depressed inpatients without a history of <e1>suicide attempt</e1> showed comparable levels of prolactin after D-<e2>fenfluramine</e2>.
